id,device_id,reading_time,pm25,db,co2,voc,no2,co,no,pm1,pm10,humidity,temprature,pressure,battery,signal,sv,ps,latitude,longitude,message_time
10501329,E831CD8471EC,2023-10-09 07:42:02.000,8.0,57.0,0.0,137.0,0.0,0.0,0.0,8.0,8.0,46.0,25.0,1007.0,4052.0,13,0.01.19,True,",",",",2023-09-10 08:39:20.000
10501330,E831CD8471EC,2023-10-09 07:43:02.000,9.0,54.0,0.0,131.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:20.000
10501331,E831CD8471EC,2023-10-09 07:44:02.000,9.0,55.0,0.0,125.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:20.000
10501332,E831CD8471EC,2023-10-09 07:45:02.000,9.0,53.0,0.0,122.0,0.0,0.0,0.0,9.0,9.0,46.0,25.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:44.000
10501333,E831CD8471EC,2023-10-09 07:46:02.000,9.0,55.0,0.0,120.0,0.0,0.0,0.0,9.0,9.0,46.0,24.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:44.000
10501334,E831CD8471EC,2023-10-09 07:47:02.000,8.0,55.0,0.0,119.0,0.0,0.0,0.0,8.0,8.0,46.0,25.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:44.000
10501336,E831CD8471EC,2023-10-09 07:49:02.000,9.0,56.0,0.0,118.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1007.0,4060.0,13,0.01.19,True,",",",",2023-09-10 08:39:44.000
10501338,E831CD8471EC,2023-10-09 07:51:02.000,10.0,56.0,0.0,117.0,0.0,0.0,0.0,9.0,10.0,46.0,24.0,1007.0,4064.0,13,0.01.19,True,",",",",2023-09-10 08:40:06.000
10501340,E831CD8471EC,2023-10-09 07:53:02.000,9.0,55.0,0.0,114.0,0.0,0.0,0.0,9.0,9.0,46.0,24.0,1007.0,4067.0,13,0.01.19,True,",",",",2023-09-10 08:40:06.000
10501346,E831CD8471EC,2023-10-09 07:59:02.000,9.0,55.0,0.0,118.0,0.0,0.0,0.0,9.0,9.0,47.0,25.0,1006.0,4056.0,13,0.01.19,True,",",",",2023-09-10 08:40:32.000
10501347,E831CD8471EC,2023-09-10 08:40:55.000,,,,,,,,,,,,,,13,0.01.19,True,",",",",2023-09-10 08:40:55.000
10501348,E831CD8471EC,2023-09-10 08:46:44.000,,,,,,,,,,,,,,10,0.01.19,True,",",",",2023-09-10 08:46:44.000
10501350,E831CD8471EC,2023-10-09 07:01:04.000,10.0,53.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,43.0,25.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:46:56.000
10501351,E831CD8471EC,2023-10-09 07:02:11.000,10.0,52.0,0.0,50.0,0.0,0.0,0.0,9.0,10.0,43.0,25.0,1006.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:46:56.000
10501353,E831CD8471EC,2023-10-09 07:04:01.000,10.0,55.0,0.0,44.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:46:56.000
10501355,E831CD8471EC,2023-10-09 07:06:02.000,10.0,55.0,0.0,56.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1007.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:47:19.000
10501357,E831CD8471EC,2023-10-09 07:08:02.000,10.0,55.0,0.0,59.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:47:19.000
10501359,E831CD8471EC,2023-10-09 07:10:02.000,9.0,54.0,0.0,60.0,0.0,0.0,0.0,9.0,9.0,43.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:47:44.000
10501360,E831CD8471EC,2023-10-09 07:11:02.000,10.0,55.0,0.0,63.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:47:44.000
10501361,E831CD8471EC,2023-10-09 07:12:02.000,9.0,53.0,0.0,137.0,0.0,0.0,0.0,9.0,9.0,44.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:47:44.000
10501362,E831CD8471EC,2023-10-09 07:13:02.000,10.0,55.0,0.0,158.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:47:44.000
10501363,E831CD8471EC,2023-10-09 07:14:02.000,9.0,57.0,0.0,172.0,0.0,0.0,0.0,8.0,9.0,45.0,24.0,1007.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:47:44.000
10501364,E831CD8471EC,2023-10-09 07:15:02.000,10.0,57.0,0.0,177.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:48:06.000
10501368,E831CD8471EC,2023-10-09 07:19:02.000,9.0,55.0,0.0,164.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:48:06.000
10501370,E831CD8471EC,2023-10-09 07:21:02.000,8.0,54.0,0.0,167.0,0.0,0.0,0.0,8.0,8.0,45.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:48:31.000
10501373,E831CD8471EC,2023-10-09 07:24:02.000,9.0,58.0,0.0,170.0,0.0,0.0,0.0,9.0,9.0,45.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:48:31.000
10501375,E831CD8471EC,2023-10-09 07:26:02.000,9.0,51.0,0.0,176.0,0.0,0.0,0.0,9.0,9.0,45.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:48:54.000
10501376,E831CD8471EC,2023-10-09 07:27:02.000,10.0,54.0,0.0,182.0,0.0,0.0,0.0,10.0,11.0,45.0,24.0,1006.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:48:54.000
10501377,E831CD8471EC,2023-10-09 07:28:02.000,10.0,52.0,0.0,181.0,0.0,0.0,0.0,10.0,10.0,46.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:48:54.000
10501381,E831CD8471EC,2023-10-09 07:32:02.000,10.0,52.0,0.0,193.0,0.0,0.0,0.0,9.0,10.0,46.0,24.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:49:17.000
10501384,E831CD8471EC,2023-10-09 07:35:02.000,9.0,56.0,0.0,178.0,0.0,0.0,0.0,9.0,9.0,46.0,25.0,1007.0,4064.0,10,0.01.19,True,",",",",2023-09-10 08:49:42.000
10501385,E831CD8471EC,2023-10-09 07:36:02.000,9.0,53.0,0.0,177.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:49:42.000
10501386,E831CD8471EC,2023-10-09 07:37:02.000,9.0,55.0,0.0,176.0,0.0,0.0,0.0,9.0,10.0,46.0,25.0,1006.0,4060.0,10,0.01.19,True,",",",",2023-09-10 08:49:42.000
10501390,E831CD8471EC,2023-10-09 07:00:01.000,10.0,56.0,0.0,76.0,0.0,0.0,0.0,10.0,11.0,42.0,25.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:51:38.000
10501391,E831CD8471EC,2023-10-09 07:01:04.000,10.0,53.0,0.0,61.0,0.0,0.0,0.0,10.0,10.0,43.0,25.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:51:38.000
10501392,E831CD8471EC,2023-10-09 07:02:11.000,10.0,52.0,0.0,50.0,0.0,0.0,0.0,9.0,10.0,43.0,25.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:51:38.000
10501394,E831CD8471EC,2023-10-09 07:04:01.000,10.0,55.0,0.0,44.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:51:38.000
10501396,E831CD8471EC,2023-10-09 07:06:02.000,10.0,55.0,0.0,56.0,0.0,0.0,0.0,9.0,10.0,43.0,24.0,1007.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:52:00.000
10501399,E831CD8471EC,2023-10-09 07:09:02.000,9.0,55.0,0.0,59.0,0.0,0.0,0.0,9.0,9.0,43.0,24.0,1007.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:52:00.000
10501403,E831CD8471EC,2023-10-09 07:13:02.000,10.0,55.0,0.0,158.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:52:24.000
10501406,E831CD8471EC,2023-10-09 07:16:02.000,10.0,58.0,0.0,171.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4056.0,9,0.01.19,True,",",",",2023-09-10 08:52:47.000
10501407,E831CD8471EC,2023-10-09 07:17:02.000,9.0,54.0,0.0,172.0,0.0,0.0,0.0,9.0,10.0,45.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:52:47.000
10501410,E831CD8471EC,2023-10-09 07:20:02.000,9.0,51.0,0.0,162.0,0.0,0.0,0.0,8.0,9.0,45.0,24.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:53:18.000
10501411,E831CD8471EC,2023-10-09 07:21:02.000,8.0,54.0,0.0,167.0,0.0,0.0,0.0,8.0,8.0,45.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:53:18.000
10501412,E831CD8471EC,2023-10-09 07:22:02.000,9.0,55.0,0.0,165.0,0.0,0.0,0.0,8.0,9.0,45.0,24.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:53:18.000
10501413,E831CD8471EC,2023-10-09 07:23:02.000,8.0,56.0,0.0,160.0,0.0,0.0,0.0,8.0,9.0,45.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:53:18.000
10501415,E831CD8471EC,2023-10-09 07:25:02.000,9.0,58.0,0.0,164.0,0.0,0.0,0.0,9.0,9.0,45.0,24.0,1006.0,4075.0,9,0.01.19,True,",",",",2023-09-10 08:53:42.000
10501416,E831CD8471EC,2023-10-09 07:26:02.000,9.0,51.0,0.0,176.0,0.0,0.0,0.0,9.0,9.0,45.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:53:42.000
10501417,E831CD8471EC,2023-10-09 07:27:02.000,10.0,54.0,0.0,182.0,0.0,0.0,0.0,10.0,11.0,45.0,24.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:53:42.000
10501418,E831CD8471EC,2023-10-09 07:28:02.000,10.0,52.0,0.0,181.0,0.0,0.0,0.0,10.0,10.0,46.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:53:42.000
10501419,E831CD8471EC,2023-10-09 07:29:02.000,10.0,53.0,0.0,188.0,0.0,0.0,0.0,10.0,10.0,46.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:53:42.000
10501420,E831CD8471EC,2023-10-09 07:30:02.000,10.0,53.0,0.0,199.0,0.0,0.0,0.0,9.0,10.0,46.0,24.0,1006.0,4067.0,9,0.01.19,True,",",",",2023-09-10 08:54:05.000
10501421,E831CD8471EC,2023-10-09 07:31:02.000,10.0,56.0,0.0,191.0,0.0,0.0,0.0,10.0,10.0,46.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:05.000
10501422,E831CD8471EC,2023-10-09 07:32:02.000,10.0,52.0,0.0,193.0,0.0,0.0,0.0,9.0,10.0,46.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:05.000
10501425,E831CD8471EC,2023-10-09 07:35:02.000,9.0,56.0,0.0,178.0,0.0,0.0,0.0,9.0,9.0,46.0,25.0,1007.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:54:28.000
10501426,E831CD8471EC,2023-10-09 07:36:02.000,9.0,53.0,0.0,177.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:28.000
10501427,E831CD8471EC,2023-10-09 07:37:02.000,9.0,55.0,0.0,176.0,0.0,0.0,0.0,9.0,10.0,46.0,25.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:28.000
10501429,E831CD8471EC,2023-10-09 07:39:02.000,9.0,55.0,0.0,154.0,0.0,0.0,0.0,8.0,9.0,46.0,24.0,1006.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:28.000
10501430,E831CD8471EC,2023-10-09 07:40:02.000,9.0,55.0,0.0,144.0,0.0,0.0,0.0,9.0,9.0,46.0,25.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:54:52.000
10501434,E831CD8471EC,2023-10-09 07:44:02.000,9.0,55.0,0.0,125.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1007.0,4060.0,9,0.01.19,True,",",",",2023-09-10 08:54:52.000
10501440,E831CD8471EC,2023-10-09 07:50:02.000,9.0,56.0,0.0,113.0,0.0,0.0,0.0,8.0,9.0,46.0,25.0,1007.0,4067.0,9,0.01.19,True,",",",",2023-09-10 08:55:40.000
10501441,E831CD8471EC,2023-10-09 07:51:02.000,10.0,56.0,0.0,117.0,0.0,0.0,0.0,9.0,10.0,46.0,24.0,1007.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:55:40.000
10501443,E831CD8471EC,2023-10-09 07:53:02.000,9.0,55.0,0.0,114.0,0.0,0.0,0.0,9.0,9.0,46.0,24.0,1007.0,4067.0,9,0.01.19,True,",",",",2023-09-10 08:55:40.000
10501444,E831CD8471EC,2023-10-09 07:54:02.000,9.0,56.0,0.0,113.0,0.0,0.0,0.0,9.0,9.0,47.0,25.0,1007.0,4067.0,9,0.01.19,True,",",",",2023-09-10 08:55:40.000
10501447,E831CD8471EC,2023-10-09 07:57:02.000,11.0,54.0,0.0,114.0,0.0,0.0,0.0,10.0,11.0,47.0,25.0,1006.0,4064.0,9,0.01.19,True,",",",",2023-09-10 08:56:04.000
10501451,4C11AEADF0DC,2023-10-09 08:00:01.000,279.0,0.0,0.0,125.0,0.0,0.0,0.0,260.0,285.0,63.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:10.000
10501452,4C11AEADF0DC,2023-10-09 08:01:01.000,283.0,0.0,0.0,135.0,0.0,0.0,0.0,264.0,288.0,63.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:10.000
10501453,4C11AEADF0DC,2023-10-09 08:02:01.000,292.0,0.0,0.0,133.0,0.0,0.0,0.0,271.0,298.0,63.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:10.000
10501459,1097BD0B52A0,2023-10-09 08:05:03.000,6.0,33.0,0.0,95.0,0.0,0.0,0.0,6.0,7.0,45.0,25.0,1015.0,3933.0,18,0.01.18,True,",",",",2023-09-10 09:00:34.000
10501461,4C11AEADF0DC,2023-10-09 08:05:01.000,293.0,0.0,0.0,137.0,0.0,0.0,0.0,272.0,298.0,63.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:34.000
10501462,4C11AEADF0DC,2023-10-09 08:06:01.000,299.0,0.0,0.0,136.0,0.0,0.0,0.0,278.0,305.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:34.000
10501465,4C11AEADF0DC,2023-10-09 08:09:01.000,310.0,0.0,0.0,137.0,0.0,0.0,0.0,288.0,317.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:34.000
10501468,E831CD8442E4,2023-10-09 08:03:07.000,10.0,66.0,0.0,43.0,0.0,0.0,0.0,9.0,10.0,69.0,18.0,1015.0,4067.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:00:43.000
10501469,E831CD8442E4,2023-10-09 08:04:07.000,11.0,67.0,0.0,57.0,0.0,0.0,0.0,10.0,11.0,69.0,18.0,1015.0,4064.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:00:43.000
10501470,E831CD8442E4,2023-10-09 08:05:09.000,10.0,65.0,0.0,86.0,0.0,0.0,0.0,10.0,10.0,69.0,18.0,1015.0,4079.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:00:43.000
10501472,1097BD0B52A0,2023-10-09 08:08:09.000,6.0,33.0,0.0,101.0,0.0,0.0,0.0,6.0,6.0,45.0,25.0,1015.0,3925.0,18,0.01.18,True,",",",",2023-09-10 09:00:57.000
10501473,1097BD0B52A0,2023-10-09 08:09:10.000,6.0,33.0,0.0,100.0,0.0,0.0,0.0,6.0,6.0,44.0,25.0,1015.0,3937.0,18,0.01.18,True,",",",",2023-09-10 09:00:57.000
10501475,1097BD0B52A0,2023-10-09 08:11:02.000,7.0,33.0,0.0,98.0,0.0,0.0,0.0,6.0,7.0,44.0,25.0,1015.0,3933.0,18,0.01.18,True,",",",",2023-09-10 09:00:57.000
10501476,4C11AEADF0DC,2023-10-09 08:10:01.000,305.0,0.0,0.0,136.0,0.0,0.0,0.0,284.0,311.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:56.000
10501477,4C11AEADF0DC,2023-10-09 08:11:01.000,319.0,0.0,0.0,136.0,0.0,0.0,0.0,297.0,326.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:00:56.000
10501482,E831CD8442E4,2023-10-09 08:07:02.000,10.0,68.0,0.0,80.0,0.0,0.0,0.0,10.0,10.0,68.0,18.0,1015.0,4075.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:01:06.000
10501485,E831CD8442E4,2023-10-09 08:10:04.000,10.0,68.0,0.0,101.0,0.0,0.0,0.0,9.0,10.0,68.0,18.0,1015.0,4075.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:01:06.000
10501486,1097BD0B52A0,2023-10-09 08:12:03.000,7.0,33.0,0.0,102.0,0.0,0.0,0.0,6.0,7.0,44.0,25.0,1015.0,3944.0,18,0.01.18,True,",",",",2023-09-10 09:01:20.000
10501488,1097BD0B52A0,2023-10-09 08:14:03.000,7.0,33.0,0.0,100.0,0.0,0.0,0.0,6.0,7.0,44.0,25.0,1015.0,3929.0,18,0.01.18,True,",",",",2023-09-10 09:01:20.000
10501490,1097BD0B52A0,2023-10-09 08:16:03.000,7.0,33.0,0.0,99.0,0.0,0.0,0.0,6.0,7.0,44.0,25.0,1015.0,3929.0,18,0.01.18,True,",",",",2023-09-10 09:01:20.000
10501491,4C11AEADF0DC,2023-10-09 08:15:01.000,336.0,0.0,0.0,176.0,0.0,0.0,0.0,314.0,342.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:01:21.000
10501492,4C11AEADF0DC,2023-10-09 08:16:01.000,341.0,0.0,0.0,176.0,0.0,0.0,0.0,318.0,347.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:01:21.000
10501494,4C11AEADF0DC,2023-10-09 08:18:01.000,354.0,0.0,0.0,195.0,0.0,0.0,0.0,329.0,360.0,62.0,24.0,1009.0,4024.0,8,0.01.19,True,51186586N,00156474W,2023-09-10 09:01:21.000
10501499,E831CD8442E4,2023-10-09 08:14:08.000,11.0,68.0,0.0,84.0,0.0,0.0,0.0,10.0,11.0,67.0,18.0,1015.0,4075.0,22,0.01.18,True,51326598N,00010503W,2023-09-10 09:01:28.000
